Node_x Node_y             X                    Y                    Z
 16  11      2.3224005758E+02     1.4945730191E+02    -5.8710639794E+02
 16  12      2.3224005758E+02     1.6445730191E+02    -5.8711981668E+02
 16  13      2.3224005758E+02     1.7945730191E+02    -5.8712175259E+02
 16  14      2.3224005758E+02     1.9445730191E+02    -5.8712003925E+02
 16  15      2.3224005758E+02     2.0945730191E+02    -5.8711786427E+02
 16  16      2.3224005758E+02     2.2445730191E+02    -5.8711412206E+02
 16  17      2.3224005758E+02     2.3945730191E+02    -5.8710473516E+02
 16  18      2.3224005758E+02     2.5445730191E+02    -5.8710687013E+02
 16  19      2.3224005758E+02     2.6945730191E+02    -5.8709511315E+02
 16  20      2.3224005758E+02     2.8445730191E+02    -5.8709223060E+02
 16  21      2.3224005758E+02     2.9945730191E+02    -5.8709774394E+02
 16  22      2.3224005758E+02     3.1445730191E+02    -5.8711152393E+02
 16  23      2.3224005758E+02     3.2945730191E+02    -5.8710642160E+02
 16  24      2.3224005758E+02     3.4445730191E+02    -5.8711982432E+02
 16  25      2.3224005758E+02     3.5945730191E+02    -5.8712175174E+02
 17   1      2.4724005758E+02    -5.4269808751E-01    -5.8711093175E+02
 17   2      2.4724005758E+02     1.4457301912E+01    -5.8711003973E+02
 17   3      2.4724005758E+02     2.9457301912E+01    -5.8710698713E+02
 17   4      2.4724005758E+02     4.4457301912E+01    -5.8710198087E+02
 17   5      2.4724005758E+02     5.9457301912E+01    -5.8709580251E+02
 17   6      2.4724005758E+02     7.4457301912E+01    -5.8708972647E+02
 17   7      2.4724005758E+02     8.9457301912E+01    -5.8708558153E+02
 17   8      2.4724005758E+02     1.0445730191E+02    -5.8709010267E+02
 17   9      2.4724005758E+02     1.1945730191E+02    -5.8710094481E+02
 17  10      2.4724005758E+02     1.3445730191E+02    -5.8711245681E+02
 17  11      2.4724005758E+02     1.4945730191E+02    -5.8711719159E+02
 17  12      2.4724005758E+02     1.6445730191E+02    -5.8712217076E+02
 17  13      2.4724005758E+02     1.7945730191E+02    -5.8712168617E+02
 17  14      2.4724005758E+02     1.9445730191E+02    -5.8712234084E+02
 17  15      2.4724005758E+02     2.0945730191E+02    -5.8711777566E+02
 17  16      2.4724005758E+02     2.2445730191E+02    -5.8711461441E+02
 17  17      2.4724005758E+02     2.3945730191E+02    -5.8710410721E+02
 17  18      2.4724005758E+02     2.5445730191E+02    -5.8710405269E+02
 17  19      2.4724005758E+02     2.6945730191E+02    -5.8709390622E+02
 17  20      2.4724005758E+02     2.8445730191E+02    -5.8709531305E+02
 17  21      2.4724005758E+02     2.9945730191E+02    -5.8709968663E+02
 17  22      2.4724005758E+02     3.1445730191E+02    -5.8711157872E+02
 17  23      2.4724005758E+02     3.2945730191E+02    -5.8711700240E+02
 17  24      2.4724005758E+02     3.4445730191E+02    -5.8712214419E+02
 17  25      2.4724005758E+02     3.5945730191E+02    -5.8712168596E+02
 18   1      2.6224005758E+02    -5.4269808751E-01    -5.8711116301E+02
 18   2      2.6224005758E+02     1.4457301912E+01    -5.8711028537E+02
 18   3      2.6224005758E+02     2.9457301912E+01    -5.8710726273E+02
 18   4      2.6224005758E+02     4.4457301912E+01    -5.8710231834E+02
 18   5      2.6224005758E+02     5.9457301912E+01    -5.8709625900E+02
 18   6      2.6224005758E+02     7.4457301912E+01    -5.8709033967E+02
 18   7      2.6224005758E+02     8.9457301912E+01    -5.8708635615E+02
 18   8      2.6224005758E+02     1.0445730191E+02    -5.8709347638E+02
 18   9      2.6224005758E+02     1.1945730191E+02    -5.8710293498E+02
 18  10      2.6224005758E+02     1.3445730191E+02    -5.8711199162E+02
 18  11      2.6224005758E+02     1.4945730191E+02    -5.8711669522E+02
 18  12      2.6224005758E+02     1.6445730191E+02    -5.8712293136E+02
 18  13      2.6224005758E+02     1.7945730191E+02    -5.8712112563E+02
 18  14      2.6224005758E+02     1.9445730191E+02    -5.8712309388E+02
 18  15      2.6224005758E+02     2.0945730191E+02    -5.8711719813E+02
 18  16      2.6224005758E+02     2.2445730191E+02    -5.8711530618E+02
 18  17      2.6224005758E+02     2.3945730191E+02    -5.8710952848E+02
 18  18      2.6224005758E+02     2.5445730191E+02    -5.8710532476E+02
 18  19      2.6224005758E+02     2.6945730191E+02    -5.8709711432E+02
 18  20      2.6224005758E+02     2.8445730191E+02    -5.8709778023E+02
 18  21      2.6224005758E+02     2.9945730191E+02    -5.8710191868E+02
 18  22      2.6224005758E+02     3.1445730191E+02    -5.8711115615E+02
 18  23      2.6224005758E+02     3.2945730191E+02    -5.8711652953E+02
 18  24      2.6224005758E+02     3.4445730191E+02    -5.8712291227E+02
 18  25      2.6224005758E+02     3.5945730191E+02    -5.8712112589E+02
 19   1      2.7724005758E+02    -5.4269808751E-01    -5.8711165881E+02
 19   2      2.7724005758E+02     1.4457301912E+01    -5.8711087094E+02
 19   3      2.7724005758E+02     2.9457301912E+01    -5.8710792504E+02
 19   4      2.7724005758E+02     4.4457301912E+01    -5.8710304138E+02
 19   5      2.7724005758E+02     5.9457301912E+01    -5.8709707163E+02
 19   6      2.7724005758E+02     7.4457301912E+01    -5.8709130618E+02
 19   7      2.7724005758E+02     8.9457301912E+01    -5.8709430319E+02
 19   8      2.7724005758E+02     1.0445730191E+02    -5.8709660225E+02
 19   9      2.7724005758E+02     1.1945730191E+02    -5.8710426172E+02
 19  10      2.7724005758E+02     1.3445730191E+02    -5.8711071518E+02
 19  11      2.7724005758E+02     1.4945730191E+02    -5.8711535609E+02
 19  12      2.7724005758E+02     1.6445730191E+02    -5.8712281398E+02
 19  13      2.7724005758E+02     1.7945730191E+02    -5.8711978054E+02
 19  14      2.7724005758E+02     1.9445730191E+02    -5.8712320604E+02
 19  15      2.7724005758E+02     2.0945730191E+02    -5.8711591822E+02
 19  16      2.7724005758E+02     2.2445730191E+02    -5.8711603255E+02
 19  17      2.7724005758E+02     2.3945730191E+02    -5.8711079235E+02
 19  18      2.7724005758E+02     2.5445730191E+02    -5.8710778558E+02
 19  19      2.7724005758E+02     2.6945730191E+02    -5.8709623017E+02
 19  20      2.7724005758E+02     2.8445730191E+02    -5.8709958779E+02
 19  21      2.7724005758E+02     2.9945730191E+02    -5.8710344991E+02
 19  22      2.7724005758E+02     3.1445730191E+02    -5.8710994673E+02
 19  23      2.7724005758E+02     3.2945730191E+02    -5.8711521371E+02
 19  24      2.7724005758E+02     3.4445730191E+02    -5.8712280667E+02
 19  25      2.7724005758E+02     3.5945730191E+02    -5.8711978084E+02
 20   1      2.9224005758E+02    -5.4269808751E-01    -5.8711292361E+02
 20   2      2.9224005758E+02     1.4457301912E+01    -5.8711225621E+02
 20   3      2.9224005758E+02     2.9457301912E+01    -5.8710944248E+02
 20   4      2.9224005758E+02     4.4457301912E+01    -5.8710473791E+02
 20   5      2.9224005758E+02     5.9457301912E+01    -5.8709899919E+02
 20   6      2.9224005758E+02     7.4457301912E+01    -5.8709347456E+02
 20   7      2.9224005758E+02     8.9457301912E+01    -5.8709731565E+02
 20   8      2.9224005758E+02     1.0445730191E+02    -5.8709942201E+02
 20   9      2.9224005758E+02     1.1945730191E+02    -5.8710575429E+02
 20  10      2.9224005758E+02     1.3445730191E+02    -5.8710890605E+02
 20  11      2.9224005758E+02     1.4945730191E+02    -5.8712126393E+02
 20  12      2.9224005758E+02     1.6445730191E+02    -5.8712460032E+02
 20  13      2.9224005758E+02     1.7945730191E+02    -5.8712593365E+02
 20  14      2.9224005758E+02     1.9445730191E+02    -5.8712515430E+02
 20  15      2.9224005758E+02     2.0945730191E+02    -5.8711576971E+02
 20  16      2.9224005758E+02     2.2445730191E+02    -5.8711862117E+02
 20  17      2.9224005758E+02     2.3945730191E+02    -5.8711404707E+02
 20  18      2.9224005758E+02     2.5445730191E+02    -5.8711155105E+02
 20  19      2.9224005758E+02     2.6945730191E+02    -5.8709642914E+02
 20  20      2.9224005758E+02     2.8445730191E+02    -5.8710197876E+02
 20  21      2.9224005758E+02     2.9945730191E+02    -5.8710526018E+02
 20  22      2.9224005758E+02     3.1445730191E+02    -5.8710777584E+02
 20  23      2.9224005758E+02     3.2945730191E+02    -5.8712101163E+02
 20  24      2.9224005758E+02     3.4445730191E+02    -5.8712460315E+02
 20  25      2.9224005758E+02     3.5945730191E+02    -5.8711953546E+02
 21   1      3.0724005758E+02    -5.4269808751E-01    -5.8711472248E+02
 21   2      3.0724005758E+02     1.4457301912E+01    -5.8711407944E+02
 21   3      3.0724005758E+02     2.9457301912E+01    -5.8711138923E+02
 21   4      3.0724005758E+02     4.4457301912E+01    -5.8710692142E+02
 21   5      3.0724005758E+02     5.9457301912E+01    -5.8710153639E+02
 21   6      3.0724005758E+02     7.4457301912E+01    -5.8709642390E+02
 21   7      3.0724005758E+02     8.9457301912E+01    -5.8709937122E+02
 21   8      3.0724005758E+02     1.0445730191E+02    -5.8710068616E+02
 21   9      3.0724005758E+02     1.1945730191E+02    -5.8710862622E+02
 21  10      3.0724005758E+02     1.3445730191E+02    -5.8711425529E+02
 21  11      3.0724005758E+02     1.4945730191E+02    -5.8712474958E+02
 21  12      3.0724005758E+02     1.6445730191E+02    -5.8712778956E+02
 21  13      3.0724005758E+02     1.7945730191E+02    -5.8712896972E+02
 21  14      3.0724005758E+02     1.9445730191E+02    -5.8712818221E+02
 21  15      3.0724005758E+02     2.0945730191E+02    -5.8712571044E+02
 21  16      3.0724005758E+02     2.2445730191E+02    -5.8712211626E+02
 21  17      3.0724005758E+02     2.3945730191E+02    -5.8711843748E+02
 21  18      3.0724005758E+02     2.5445730191E+02    -5.8711611557E+02
 21  19      3.0724005758E+02     2.6945730191E+02    -5.8710016732E+02
 21  20      3.0724005758E+02     2.8445730191E+02    -5.8710523860E+02
 21  21      3.0724005758E+02     2.9945730191E+02    -5.8710827377E+02
 21  22      3.0724005758E+02     3.1445730191E+02    -5.8711355334E+02
 21  23      3.0724005758E+02     3.2945730191E+02    -5.8712461333E+02
 21  24      3.0724005758E+02     3.4445730191E+02    -5.8712782849E+02
 21  25      3.0724005758E+02     3.5945730191E+02    -5.8712897380E+02
 22   1      3.2224005758E+02    -5.4269808751E-01    -5.8711616024E+02
 22   2      3.2224005758E+02     1.4457301912E+01    -5.8711546980E+02
 22   3      3.2224005758E+02     2.9457301912E+01    -5.8711280895E+02
 22   4      3.2224005758E+02     4.4457301912E+01    -5.8710847980E+02
 22   5      3.2224005758E+02     5.9457301912E+01    -5.8710334745E+02
 22   6      3.2224005758E+02     7.4457301912E+01    -5.8709853604E+02
 22   7      3.2224005758E+02     8.9457301912E+01    -5.8710257494E+02
 22   8      3.2224005758E+02     1.0445730191E+02    -5.8710459271E+02
 22   9      3.2224005758E+02     1.1945730191E+02    -5.8711320409E+02
 22  10      3.2224005758E+02     1.3445730191E+02    -5.8711746466E+02
 22  11      3.2224005758E+02     1.4945730191E+02    -5.8712727594E+02
 22  12      3.2224005758E+02     1.6445730191E+02    -5.8713002384E+02
 22  13      3.2224005758E+02     1.7945730191E+02    -5.8713102826E+02
 22  14      3.2224005758E+02     1.9445730191E+02    -5.8713017432E+02
 22  15      3.2224005758E+02     2.0945730191E+02    -5.8712774439E+02
 22  16      3.2224005758E+02     2.2445730191E+02    -5.8712434566E+02
 22  17      3.2224005758E+02     2.3945730191E+02    -5.8712119303E+02
 22  18      3.2224005758E+02     2.5445730191E+02    -5.8711869976E+02
 22  19      3.2224005758E+02     2.6945730191E+02    -5.8710723860E+02
 22  20      3.2224005758E+02     2.8445730191E+02    -5.8710916261E+02
 22  21      3.2224005758E+02     2.9945730191E+02    -5.8711266491E+02
 22  22      3.2224005758E+02     3.1445730191E+02    -5.8711707336E+02
 22  23      3.2224005758E+02     3.2945730191E+02    -5.8712722766E+02
 22  24      3.2224005758E+02     3.4445730191E+02    -5.8713009563E+02
 22  25      3.2224005758E+02     3.5945730191E+02    -5.8713102915E+02
 23   1      3.3724005758E+02    -5.4269808751E-01    -5.8711741021E+02
 23   2      3.3724005758E+02     1.4457301912E+01    -5.8711665050E+02
 23   3      3.3724005758E+02     2.9457301912E+01    -5.8711396209E+02
 23   4      3.3724005758E+02     4.4457301912E+01    -5.8710966549E+02
 23   5      3.3724005758E+02     5.9457301912E+01    -5.8710460848E+02
 23   6      3.3724005758E+02     7.4457301912E+01    -5.8709985501E+02
 23   7      3.3724005758E+02     8.9457301912E+01    -5.8710378435E+02
 23   8      3.3724005758E+02     1.0445730191E+02    -5.8710572336E+02
 23   9      3.3724005758E+02     1.1945730191E+02    -5.8711374945E+02
 23  10      3.3724005758E+02     1.3445730191E+02    -5.8711730919E+02
 23  11      3.3724005758E+02     1.4945730191E+02    -5.8712810970E+02
 23  12      3.3724005758E+02     1.6445730191E+02    -5.8713064059E+02
 23  13      3.3724005758E+02     1.7945730191E+02    -5.8713148059E+02
 23  14      3.3724005758E+02     1.9445730191E+02    -5.8713050674E+02
 23  15      3.3724005758E+02     2.0945730191E+02    -5.8712798102E+02
 23  16      3.3724005758E+02     2.2445730191E+02    -5.8712453567E+02
 23  17      3.3724005758E+02     2.3945730191E+02    -5.8712137184E+02
 23  18      3.3724005758E+02     2.5445730191E+02    -5.8711866530E+02
 23  19      3.3724005758E+02     2.6945730191E+02    -5.8710809266E+02
 23  20      3.3724005758E+02     2.8445730191E+02    -5.8710995385E+02
 23  21      3.3724005758E+02     2.9945730191E+02    -5.8711332446E+02
 23  22      3.3724005758E+02     3.1445730191E+02    -5.8711712448E+02
 23  23      3.3724005758E+02     3.2945730191E+02    -5.8712811399E+02
 23  24      3.3724005758E+02     3.4445730191E+02    -5.8713073406E+02
 23  25      3.3724005758E+02     3.5945730191E+02    -5.8713147328E+02
 24   1      3.5224005758E+02    -5.4269808751E-01    -5.8711868178E+02
 24   2      3.5224005758E+02     1.4457301912E+01    -5.8711782937E+02
 24   3      3.5224005758E+02     2.9457301912E+01    -5.8711506757E+02
 24   4      3.5224005758E+02     4.4457301912E+01    -5.8711071946E+02
 24   5      3.5224005758E+02     5.9457301912E+01    -5.8710562048E+02
 24   6      3.5224005758E+02     7.4457301912E+01    -5.8710081076E+02
 24   7      3.5224005758E+02     8.9457301912E+01    -5.8710251186E+02
 24   8      3.5224005758E+02     1.0445730191E+02    -5.8710459637E+02
 24   9      3.5224005758E+02     1.1945730191E+02    -5.8711126019E+02
 24  10      3.5224005758E+02     1.3445730191E+02    -5.8711428960E+02
 24  11      3.5224005758E+02     1.4945730191E+02    -5.8712779267E+02
 24  12      3.5224005758E+02     1.6445730191E+02    -5.8713018104E+02
 24  13      3.5224005758E+02     1.7945730191E+02    -5.8713088291E+02
 24  14      3.5224005758E+02     1.9445730191E+02    -5.8712974740E+02
 24  15      3.5224005758E+02     2.0945730191E+02    -5.8712700180E+02
 24  16      3.5224005758E+02     2.2445730191E+02    -5.8712328199E+02
 24  17      3.5224005758E+02     2.3945730191E+02    -5.8711979144E+02
 24  18      3.5224005758E+02     2.5445730191E+02    -5.8711684949E+02
 24  19      3.5224005758E+02     2.6945730191E+02    -5.8710540900E+02
 24  20      3.5224005758E+02     2.8445730191E+02    -5.8710729236E+02
 24  21      3.5224005758E+02     2.9945730191E+02    -5.8711077968E+02
 24  22      3.5224005758E+02     3.1445730191E+02    -5.8711427729E+02
 24  23      3.5224005758E+02     3.2945730191E+02    -5.8712782324E+02
 24  24      3.5224005758E+02     3.4445730191E+02    -5.8713028586E+02
 24  25      3.5224005758E+02     3.5945730191E+02    -5.8713086338E+02
 25   1      3.6724005758E+02    -5.4269808751E-01    -5.8711967839E+02
 25   2      3.6724005758E+02     1.4457301912E+01    -5.8711871441E+02
 25   3      3.6724005758E+02     2.9457301912E+01    -5.8711583934E+02
 25   4      3.6724005758E+02     4.4457301912E+01    -5.8711138851E+02
 25   5      3.6724005758E+02     5.9457301912E+01    -5.8710620124E+02
 25   6      3.6724005758E+02     7.4457301912E+01    -5.8710131006E+02
 25   7      3.6724005758E+02     8.9457301912E+01    -5.8709931230E+02
 25   8      3.6724005758E+02     1.0445730191E+02    -5.8710169796E+02
 25   9      3.6724005758E+02     1.1945730191E+02    -5.8710623202E+02
 25  10      3.6724005758E+02     1.3445730191E+02    -5.8710944349E+02
 25  11      3.6724005758E+02     1.4945730191E+02    -5.8712640121E+02
 25  12      3.6724005758E+02     1.6445730191E+02    -5.8712872578E+02
 25  13      3.6724005758E+02     1.7945730191E+02    -5.8712933110E+02
 25  14      3.6724005758E+02     1.9445730191E+02    -5.8712803187E+02
 25  15      3.6724005758E+02     2.0945730191E+02    -5.8712501711E+02
 25  16      3.6724005758E+02     2.2445730191E+02    -5.8712088506E+02
 25  17      3.6724005758E+02     2.3945730191E+02    -5.8711682797E+02
 25  18      3.6724005758E+02     2.5445730191E+02    -5.8711358376E+02
 25  19      3.6724005758E+02     2.6945730191E+02    -5.8709981231E+02
 25  20      3.6724005758E+02     2.8445730191E+02    -5.8710181586E+02
 25  21      3.6724005758E+02     2.9945730191E+02    -5.8710559626E+02
 25  22      3.6724005758E+02     3.1445730191E+02    -5.8710937159E+02
 25  23      3.6724005758E+02     3.2945730191E+02    -5.8712644008E+02
 25  24      3.6724005758E+02     3.4445730191E+02    -5.8712883519E+02
 25  25      3.6724005758E+02     3.5945730191E+02    -5.8712930001E+02
